QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	46.517799	6.584544	373.380005	1
1	0	0	22	20.000000	0.000000	0.000000	0.000000	0.000000	0.000000	30.000000	1
2	0	0	178	0.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
3	0	0	16	0.000000	0.000000	0.000000	0.000000	46.518612	6.584013	133.000000	1
4	0	0	16	0.000000	0.000000	0.000000	0.000000	46.518288	6.584321	133.000000	1
5	0	0	203	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1
6	0	0	16	0.000000	0.000000	0.000000	0.000000	46.517559	6.585013	133.000000	1
7	0	0	203	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1
8	0	0	16	0.000000	0.000000	0.000000	0.000000	46.516827	6.585707	133.000000	1
9	0	0	203	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1
10	0	0	16	0.000000	0.000000	0.000000	0.000000	46.516098	6.586400	133.000000	1
11	0	0	203	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1
12	0	0	16	0.000000	0.000000	0.000000	0.000000	46.515369	6.587093	133.000000	1
13	0	0	203	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1
14	0	0	16	0.000000	0.000000	0.000000	0.000000	46.514637	6.587786	133.000000	1
15	0	0	203	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1
16	0	0	16	0.000000	0.000000	0.000000	0.000000	46.514114	6.588283	133.000000	1
17	0	0	16	0.000000	0.000000	0.000000	0.000000	46.513859	6.586578	133.000000	1
18	0	0	16	0.000000	0.000000	0.000000	0.000000	46.513985	6.586457	133.000000	1
19	0	0	203	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1
20	0	0	16	0.000000	0.000000	0.000000	0.000000	46.514713	6.585763	133.000000	1
21	0	0	203	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1
22	0	0	16	0.000000	0.000000	0.000000	0.000000	46.515446	6.585071	133.000000	1
23	0	0	203	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1
24	0	0	16	0.000000	0.000000	0.000000	0.000000	46.516174	6.584377	133.000000	1
25	0	0	203	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1
26	0	0	16	0.000000	0.000000	0.000000	0.000000	46.516903	6.583684	133.000000	1
27	0	0	203	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1
28	0	0	16	0.000000	0.000000	0.000000	0.000000	46.517632	6.582991	133.000000	1
29	0	0	203	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1
30	0	0	16	0.000000	0.000000	0.000000	0.000000	46.517731	6.582897	133.000000	1
